,Brand_Name,Name_of_the_Product,Rating,No_of_Ratings,Price,Return_Exchange,Expected_Delivery,Availability,Other_Details,Product_URL
178,-,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit With Cover/Bag, String Set, Strap and 5 Plectrums (BLACK)",,-,-,7 Days Replacement,-,-,"Brand GIVSON, Model Vs-bu-B, Model Name Venus Special, Model Year 2021, Product Dimensions 13.5 x 35 x 50 cm; 2.62 Kilograms, Item model number vs-bu-B, Special Features Pick up, Cutaway, Mounting Hardware Picks,Bag,Belt And String Set Picks | Belt And String Set, Material Rose Wood, Hand Orientation Right, Country of Origin India, Item Weight 2 kg 620 g",https://www.amazon.in/Givson-Ketostics-Guitar-Acoustic-Plectrums/dp/B08KS5MRSC/ref=sr_1_47?keywords=guitar&qid=1638688113&sr=8-47
179,-,Vault ST1 Premium Electric Guitar - White,,-,-,7 Days Replacement,-,-,"Brand VAULT, Manufacturer Vault, Model ST1ILWHT, Product Dimensions 104 x 40 x 9 cm; 2.78 Kilograms, Item model number ST1ILWHT, Hand Orientation Right, Manufacturer Vault, Country of Origin China, Item Weight 2 kg 780 g",https://www.amazon.in/Vault-ST1-Premium-Electric-Guitar/dp/B09GLYSJ8W/ref=sr_1_48?keywords=guitar&qid=1638688113&sr=8-48
180,-,Belear I-280 38 Inch Blue Spruce Cutaway Acoustic Guitar with Truss Rod,,-,-,7 Days Replacement,-,-,"Brand Belear, Manufacturer Dev industries, Model I-280-WBL, Product Dimensions 65 x 41 x 16 cm; 1.5 Kilograms, Item model number I-280-WBL, Manufacturer Dev industries, Country of Origin China, Item Weight 1 kg 500 g",https://www.amazon.in/Belear-Spruce-Cutaway-Acoustic-Guitar/dp/B08YKDMY8D/ref=sr_1_49?keywords=guitar&qid=1638688113&sr=8-49
181,-,"Kadence Slowhand Series Premium Acoustic Guitar, 38"" Mahagony wood SHM-03 with bag",,-,-,7 Days Replacement,-,-,"Brand Kadence, Manufacturer Kadence, Model SHM02, Package Dimensions 100 x 48 x 16 cm; 2 Kilograms, Item model number SHM02, Batteries Required No, Manufacturer Kadence, Country of Origin China, Item Weight 2 kg",https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Mahagony/dp/B097YJJWX3/ref=sr_1_50?keywords=guitar&qid=1638688113&sr=8-50
182,-,Yamaha FS80C The Ultimate Concert Body Cutaway Acoustic Guitar (Black) With Bajaao Gig-Bag,,-,-,7 Days Replacement,-,-,"Brand YAMAHA, Manufacturer Yamaha, Model FS80CBK + Bajaao Bag, Model Name FS80CBK + Bajaao Bag, Package Dimensions 60 x 12.1 x 10.9 cm; 2.44 Kilograms, Item model number FS80CBK + Bajaao Bag, Batteries Required No, Manufacturer Yamaha, Item Weight 2 kg 440 g",https://www.amazon.in/Ultimate-Concert-Cutaway-Acoustic-Bajaao/dp/B08WHWKKV5/ref=sr_1_51?keywords=guitar&qid=1638688113&sr=8-51
183,-,"Kadence Guitar Acoustica Series, Electric Acoustic Guitar, Zebra Wood with Pickup, Inbuilt tuner and Bag (Zebra Wood, Electro Acoustic)",,-,-,7 Days Replacement,-,-,"Brand Kadence, Manufacturer Kadence, Model KAD-A-05R, Product Dimensions 101.6 x 40.64 x 10.16 cm; 3.02 Kilograms, Item model number KAD-A-05R, Batteries Included No, Batteries Required No, Material Rose Wood, Manufacturer Kadence, Country of Origin China, Item Weight 3 kg 20 g",https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-Zebra/dp/B07KXNKLJ2/ref=sr_1_52?keywords=guitar&qid=1638688113&sr=8-52
184,-,Yamaha Classical Guitar C40//02,,-,-,7 Days Replacement,-,-,"Product Dimensions 100 x 37 x 11 cm; 1.5 Kilograms, Item model number C40//02, Back Material Meranti, Body Material Meranti, Colour Black, Guitar Pickup Configuration No, Top Material Spruce, Number of Strings 6, Guitar Bridge System Fixed, Material Meranti Wood, Item Weight 1 kg 500 g, Manufacturer Yamaha Corporation, Country of Origin Indonesia, Imported By Yamaha Music India Pvt Ltd, P 401, JMD Megapolis, Sohna Rd, Sector 48, Gurugram, Haryana 122018 Phone: 0124 485 3300",https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_53?keywords=guitar&qid=1638688113&sr=8-53
185,-,"Kadence Guitar Acoustica Series, Electric Acoustic Guitar, Ash Wood with Pickup and Inbuilt tuner (Ash Wood, Electro Acoustic)",,-,-,7 Days Replacement,-,-,"Brand Kadence, Manufacturer Kadence, Model A06-EQ, Product Dimensions 101.6 x 40.64 x 10.16 cm; 4.38 Kilograms, Item model number A06-EQ, Batteries Included No, Batteries Required No, Material Rose Wood, Manufacturer Kadence, Item Weight 4 kg 380 g",https://www.amazon.in/Kadence-Acoustica-Ash-Wood-Equlizer/dp/B0757H5P13/ref=sr_1_54?keywords=guitar&qid=1638688113&sr=8-54
186,-,"Yamaha FS100C Acoustic Guitar, Natural",,-,-,7 Days Replacement,-,-,"Brand YAMAHA, Manufacturer Yamaha Corporation, Yamaha Corporation, Model ZC82300, Model Name YAMAHA, Product Dimensions 120 x 55 x 12 cm; 5.32 Kilograms, Item model number ZC82300, Mounting Hardware Guitar(1U),Owners Manual(1U),Contact List(2U),Wrench (1U), Number Of Items 1, Batteries Included No, Batteries Required No, Material Rose Wood, Hand Orientation Right, Includes AC Adapter No, Manufacturer Yamaha Corporation, Imported By Yamaha Music India Pvt Ltd, P 401, JMD Megapolis, Sohna Rd, Sector 48, Gurugram, Haryana 122018 Phone: 0124 485 3300, Item Weight 5 kg 320 g",https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_55?keywords=guitar&qid=1638688113&sr=8-55
187,-,"Giuson Venus Black 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks by K-Retail",,-,-,7 Days Replacement,-,-,"Brand Giuson, Manufacturer Giuson, Model Venus Black, Model Name Giuson Venus Black, Package Dimensions 107.19 x 45.72 x 16 cm; 4.58 Kilograms, Item model number Venus Black, Batteries Required No, Material Rose Wood, Manufacturer Giuson, Item Weight 4 kg 580 g",https://www.amazon.in/Giuson-Venus-Black-Acoustic-Strings/dp/B089GNM189/ref=sr_1_56?keywords=guitar&qid=1638688113&sr=8-56
188,-,"Blueberry B-D38 38"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Blue)",,-,-,7 Days Replacement,-,-,"Brand Blueberry, Manufacturer Blueberry, Model B-D38, Product Dimensions 94 x 33 x 9 cm; 2 Kilograms, Item model number B-D38, Batteries Required No, Hand Orientation Ambidextrous, Manufacturer Blueberry, Country of Origin India, Item Weight 2 kg",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04962872RQUCIOPVZ12N&url=%2FBlueberry-B-D38-Acoustic-Inbuilt-Strings%2Fdp%2FB07PHYZZP1%2Fref%3Dsr_1_57_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-57-spons%26psc%3D1&qualifier=1638688113&id=5085605532818900&widgetName=sp_btf
189,-,"Cort AD810 Dreadnought Acoustic Guitar with Gig Bag,Tuner,Picks and Strap (Natural Bundle)",,-,-,7 Days Replacement,-,-,"Brand Cort, Manufacturer CORT, Model CAP810PACK, Model Name AD810 Pack, Product Dimensions 110 x 40 x 7 cm; 1.5 Kilograms, Item model number CAP810PACK, Batteries Required No, Hand Orientation Right, Manufacturer CORT, Country of Origin Indonesia, Item Weight 1 kg 500 g",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08790022Y5TKL7GOFMBU&url=%2FCort-AD810-Dreadnought-Acoustic-Guitar%2Fdp%2FB07KMBVR6V%2Fref%3Dsr_1_58_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-58-spons%26psc%3D1%26smid%3DA2E0IZ06LXDJ9X&qualifier=1638688113&id=5085605532818900&widgetName=sp_btf
190,-,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)",,-,-,7 Days Replacement,-,-,"Brand Guitar Bro, Manufacturer Guitar Bro Enterprises, Model GB102AMAZON, Product Dimensions 21 x 9 x 4 cm; 3 Kilograms, Item model number GB102AMAZON, Batteries Included No, Batteries Required No, Material Rose Wood, Hand Orientation Right, Manufacturer Guitar Bro Enterprises, Item Weight 3 kg",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A087933837LQ4BBEWM3H5&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07T84GC8L%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-59-spons%26psc%3D1&qualifier=1638688113&id=5085605532818900&widgetName=sp_btf
191,-,"Blueberry B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Black)",,-,-,7 Days Replacement,-,-,"Brand Blueberry, Manufacturer Blueberry, Model B-40IN, Model Name B-40IN, Product Dimensions 94 x 34 x 9 cm; 2 Kilograms, Item model number B-40IN, Batteries Required No, Material Bass Wood, Mahogany Wood, Rose Wood, Hand Orientation Ambidextrous, Manufacturer Blueberry, Country of Origin India, Item Weight 2 kg",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A011594831LYA32WO5J85&url=%2FBlueberry-Acoustic-Guitar-Strings-Picks%2Fdp%2FB08L7NQB57%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-60-spons%26psc%3D1&qualifier=1638688113&id=5085605532818900&widgetName=sp_btf
